id,transdate,description,amount,category,accountname
4828,8-Feb-12,,-11.12,Groceries,CAD CREDIT CARD
4829,8-Feb-12,,-5.48,Fast Food,CAD CREDIT CARD
4830,8-Feb-12,,-885,Mortgage & Rent,CAD CHECKING
4831,8-Feb-12,,-5.7,Groceries,CAD CREDIT CARD
4832,8-Feb-12,,-15.88,Groceries,CAD CREDIT CARD
4833,9-Feb-12,,-12.57,Groceries,CAD CREDIT CARD
4834,9-Feb-12,,-46.52,Groceries,CAD CREDIT CARD
4835,9-Feb-12,,2814.57,Paycheck,CAD CHECKING
4836,10-Feb-12,,-6.95,Fast Food,CAD CREDIT CARD
4837,10-Feb-12,,-2.66,Fast Food,CAD CREDIT CARD
4838,10-Feb-12,,-9.17,Fast Food,CAD CREDIT CARD
4839,10-Feb-12,,-122,Entertainment,CAD CREDIT CARD
4840,11-Feb-12,,-10.34,Fast Food,CAD CREDIT CARD
4841,11-Feb-12,,-1.7,Fast Food,CAD CREDIT CARD
4842,11-Feb-12,,-3.38,Misc Expenses,CAD CREDIT CARD
4843,11-Feb-12,,-6.75,Coffee Shops,CAD CHECKING
4844,11-Feb-12,,-3.46,Groceries,CAD CREDIT CARD
4845,11-Feb-12,,-18,Alcohol & Bars,CAD CREDIT CARD
4846,13-Feb-12,,-7.9,Fast Food,CAD CREDIT CARD
4847,13-Feb-12,,-62.26,Electronics & Software,CAD CREDIT CARD
4848,13-Feb-12,,-9.21,Groceries,CAD CREDIT CARD
4849,14-Feb-12,,-5.43,Coffee Shops,CAD CREDIT CARD
4850,14-Feb-12,,-15.93,Alcohol & Bars,CAD CREDIT CARD
4851,14-Feb-12,,-12.31,Restaurants,CAD CREDIT CARD
4852,14-Feb-12,,3114.37,Paycheck,CAD CHECKING
4853,15-Feb-12,,-1,Parking,CAD CREDIT CARD
4854,15-Feb-12,,-26.3,Groceries,CAD CREDIT CARD
4855,15-Feb-12,,-28.02,Groceries,CAD CREDIT CARD
4856,15-Feb-12,,-10.78,Fast Food,CAD CREDIT CARD
4857,15-Feb-12,,-243,Restaurants,CAD CREDIT CARD
4858,15-Feb-12,,-6.8,Rental Car & Taxi,CAD CREDIT CARD
4859,17-Feb-12,,-119.41,Utilities,CAD CHECKING
4860,18-Feb-12,,-2.5,Fast Food,CAD CREDIT CARD
4861,18-Feb-12,,-13.36,Coffee Shops,CAD CREDIT CARD
4862,18-Feb-12,,-11,Fast Food,CAD CREDIT CARD
4863,18-Feb-12,,-1491.67,Credit Card Payment,CAD CHECKING
4864,18-Feb-12,,-3,Parking,CAD CREDIT CARD
4865,18-Feb-12,,-5.22,Fast Food,CAD CREDIT CARD
4866,19-Feb-12,,-10.34,Utilities,CAD CHECKING
4867,19-Feb-12,,-1771.69,Paycheck,CAD CHECKING
4868,21-Feb-12,,-135.26,Utilities,CAD CHECKING
4869,21-Feb-12,,-1,Electronics & Software,CAD CREDIT CARD
4870,21-Feb-12,,-6.71,Groceries,CAD CREDIT CARD
4871,21-Feb-12,,-7.48,Groceries,CAD CREDIT CARD
4872,22-Feb-12,,-30.52,Groceries,CAD CREDIT CARD
4873,22-Feb-12,,-36.96,Groceries,CAD CREDIT CARD
4874,22-Feb-12,,-23.12,Groceries,CAD CREDIT CARD
4875,22-Feb-12,,1771.35,Credit Card Payment,CAD CREDIT CARD
4876,22-Feb-12,,-2.99,Fast Food,CAD CREDIT CARD
4877,22-Feb-12,,-1.35,Fast Food,CAD CREDIT CARD
4878,23-Feb-12,,-82.3,Entertainment,CAD CREDIT CARD
4879,24-Feb-12,,-46.02,Groceries,CAD CREDIT CARD
4880,24-Feb-12,,1032,Transfer,CAD SAVINGS
4881,25-Feb-12,,-5.76,Restaurants,CAD CREDIT CARD
4882,25-Feb-12,,-18.23,Coffee Shops,CAD CREDIT CARD
4883,25-Feb-12,,-1,Parking,CAD CREDIT CARD
4884,25-Feb-12,,-5.56,Fast Food,CAD CREDIT CARD
4885,25-Feb-12,,-10.3,Alcohol & Bars,CAD CREDIT CARD
4886,26-Feb-12,,-9.24,Fast Food,CAD CREDIT CARD
4887,26-Feb-12,,-4.99,Fast Food,CAD CREDIT CARD
4888,26-Feb-12,,-30,Personal Care,CAD CREDIT CARD
4889,27-Feb-12,,-592,Transfer,CAD CHECKING
4890,27-Feb-12,,-2.03,Fast Food,CAD CREDIT CARD
4891,27-Feb-12,,-4.22,Fast Food,CAD CREDIT CARD
4892,27-Feb-12,,-20,Restaurants,CAD CREDIT CARD
4893,27-Feb-12,,-1.68,Fast Food,CAD CREDIT CARD
4894,27-Feb-12,,-2.27,Fast Food,CAD CREDIT CARD
4895,28-Feb-12,,29.23,Transfer,US CHECKING 2
4896,28-Feb-12,,-48.87,Restaurants,CAD CREDIT CARD
4897,28-Feb-12,,-4.88,Fast Food,CAD CREDIT CARD
4898,28-Feb-12,,1210.05,Paycheck,CAD CHECKING
4899,28-Feb-12,,-9.51,Groceries,CAD CREDIT CARD
4900,29-Feb-12,,-11.35,Groceries,CAD CREDIT CARD
4901,29-Feb-12,,-4.41,Home Insurance,CAD CHECKING
4902,1-Mar-12,,1.67,Interest Income,CAD SAVINGS
4903,1-Mar-12,,-6.76,Groceries,CAD CREDIT CARD
4904,2-Mar-12,,-49.64,Restaurants,CAD CREDIT CARD
4905,2-Mar-12,,-12.1,Fast Food,CAD CREDIT CARD
4906,3-Mar-12,,-23.32,Fast Food,CAD CREDIT CARD
4907,3-Mar-12,,-10.22,Groceries,CAD CREDIT CARD
4908,4-Mar-12,,-2.51,Fast Food,CAD CREDIT CARD
4909,5-Mar-12,,-12.95,Coffee Shops,CAD CREDIT CARD
4910,5-Mar-12,,-7,Rental Car & Taxi,CAD CREDIT CARD
4911,6-Mar-12,,-21.33,Groceries,CAD CREDIT CARD
4912,6-Mar-12,,-6.36,Groceries,CAD CREDIT CARD
4913,7-Mar-12,,-9,Alcohol & Bars,CAD CREDIT CARD
4914,7-Mar-12,,-81.79,Groceries,CAD CREDIT CARD
4915,7-Mar-12,,-26,Charity,CAD CREDIT CARD
4916,7-Mar-12,,-32.04,Alcohol & Bars,CAD CREDIT CARD
4917,7-Mar-12,,-8.99,Coffee Shops,CAD CREDIT CARD
4918,8-Mar-12,,-9.84,Fast Food,CAD CHECKING
4919,9-Mar-12,,-7.51,Personal Care,CAD CREDIT CARD
4920,9-Mar-12,,-6,Rental Car & Taxi,CAD CREDIT CARD
4921,9-Mar-12,,-1421,Mortgage & Rent,CAD CHECKING
4922,9-Mar-12,,-2.81,Fast Food,CAD CHECKING
4923,10-Mar-12,,-43.59,Restaurants,CAD CREDIT CARD
4924,10-Mar-12,,-5.91,Alcohol & Bars,CAD CREDIT CARD
4925,10-Mar-12,,-8.81,Coffee Shops,CAD CREDIT CARD
4926,10-Mar-12,,-9.24,Fast Food,CAD CHECKING
4927,11-Mar-12,,-15.07,Alcohol & Bars,CAD CREDIT CARD
4928,11-Mar-12,,-13,Coffee Shops,CAD CHECKING
4929,12-Mar-12,,-17.09,Groceries,CAD CHECKING
4930,13-Mar-12,,-1.42,Fast Food,CAD CHECKING
4931,13-Mar-12,,-9.89,Fast Food,CAD CHECKING
4932,13-Mar-12,,-6.6,Coffee Shops,CAD CHECKING
4933,13-Mar-12,,-21.04,Groceries,CAD CHECKING
4934,13-Mar-12,,-4.42,Groceries,CAD CHECKING
4935,14-Mar-12,,2024.88,Paycheck,CAD CHECKING
4936,15-Mar-12,,-18.11,Groceries,CAD CHECKING
4937,16-Mar-12,,-3.23,Fast Food,CAD CHECKING
4938,17-Mar-12,,1322.16,Transfer,CAD SAVINGS
4939,17-Mar-12,,-9.43,Fast Food,CAD CREDIT CARD
4940,17-Mar-12,,-2298,Transfer,CAD CHECKING
4941,17-Mar-12,,-1.3,Transportation,CAD CREDIT CARD
4942,17-Mar-12,,-23.24,Groceries,CAD CREDIT CARD
4943,17-Mar-12,,-58.77,Restaurants,CAD CREDIT CARD
4944,17-Mar-12,,-74.11,Utilities,CAD CHECKING
4945,17-Mar-12,,-35.61,Utilities,CAD CHECKING
4946,18-Mar-12,,-14.9,Clothing,CAD CREDIT CARD
4947,18-Mar-12,,-32.28,Utilities,CAD CHECKING
4948,18-Mar-12,,-81,Paycheck,CAD CHECKING
4949,19-Mar-12,,-27.31,Restaurants,CAD CREDIT CARD
4950,19-Mar-12,,-2.33,Groceries,CAD CREDIT CARD
4951,20-Mar-12,,-813.45,Credit Card Payment,CAD CHECKING
4952,20-Mar-12,,-2.59,Fast Food,CAD CREDIT CARD
4953,21-Mar-12,,-6.57,Fast Food,CAD CREDIT CARD
4954,21-Mar-12,,-10.93,Groceries,CAD CREDIT CARD
4955,21-Mar-12,,-34.51,Restaurants,CAD CREDIT CARD
4956,21-Mar-12,,-60.43,Clothing,CAD CREDIT CARD
4957,21-Mar-12,,-2.83,Fast Food,CAD CREDIT CARD
4958,21-Mar-12,,-6.19,Fast Food,CAD CREDIT CARD
4959,21-Mar-12,,856.26,Credit Card Payment,CAD CREDIT CARD
4960,21-Mar-12,,-4.18,Groceries,CAD CREDIT CARD
4961,22-Mar-12,,-2.61,Groceries,CAD CREDIT CARD
4962,23-Mar-12,,-16,Rental Car & Taxi,CAD CREDIT CARD
4963,23-Mar-12,,-4.54,Transportation,CAD CREDIT CARD
4964,23-Mar-12,,-2.25,Transportation,CAD CREDIT CARD
4965,23-Mar-12,,-7.14,Groceries,CAD CREDIT CARD
4966,23-Mar-12,,-80.8,Entertainment,CAD CREDIT CARD
4967,24-Mar-12,,-20.86,Groceries,CAD CREDIT CARD
4968,24-Mar-12,,-28,Alcohol & Bars,CAD CREDIT CARD
4969,24-Mar-12,,-6.8,Fast Food,CAD CREDIT CARD
4970,24-Mar-12,,-17.53,Groceries,CAD CREDIT CARD
4971,25-Mar-12,,-33.2,Groceries,CAD CREDIT CARD
4972,25-Mar-12,,-2.88,Fast Food,CAD CREDIT CARD
4973,25-Mar-12,,-26.8,Groceries,CAD CREDIT CARD
4974,27-Mar-12,,-9.66,Coffee Shops,CAD CHECKING
4975,28-Mar-12,,-17.35,Groceries,CAD CREDIT CARD
4976,28-Mar-12,,-12.75,Coffee Shops,CAD CREDIT CARD
4977,28-Mar-12,,-0.98,Misc Expenses,CAD CHECKING
4978,28-Mar-12,,1077.46,Paycheck,CAD CHECKING
4979,28-Mar-12,,-35.87,Restaurants,CAD CREDIT CARD
4980,29-Mar-12,,-9.79,Fast Food,CAD CREDIT CARD
4981,30-Mar-12,,-3.08,Transportation,CAD CHECKING
4982,30-Mar-12,,-17.51,Entertainment,CAD CREDIT CARD
4983,30-Mar-12,,-14.24,Personal Care,CAD CREDIT CARD
4984,31-Mar-12,,415.51,Transfer,US CHECKING 2
4985,31-Mar-12,,-15.51,Coffee Shops,CAD CREDIT CARD
4986,31-Mar-12,,-18.74,Furnishings,CAD CREDIT CARD
4987,31-Mar-12,,-44.69,Groceries,CAD CREDIT CARD
4988,1-Apr-12,,-42.8,Restaurants,CAD CREDIT CARD
4989,1-Apr-12,,-115.97,Clothing,CAD CREDIT CARD
4990,1-Apr-12,,-20.52,Groceries,CAD CREDIT CARD
4991,1-Apr-12,,-21.96,Groceries,CAD CREDIT CARD
4992,2-Apr-12,,3.32,Interest Income,CAD SAVINGS
4993,2-Apr-12,,-9.6,Personal Care,CAD CREDIT CARD
4994,2-Apr-12,,-35,Charity,CAD CREDIT CARD
4995,2-Apr-12,,-56,Alcohol & Bars,CAD CREDIT CARD
4996,2-Apr-12,,-10.34,Fast Food,CAD CREDIT CARD
4997,3-Apr-12,,-14.37,Entertainment,CAD CREDIT CARD
4998,3-Apr-12,,-16.7,Alcohol & Bars,CAD CREDIT CARD
4999,3-Apr-12,,-1566,Mortgage & Rent,CAD CHECKING
5000,4-Apr-12,,-8.08,Home Insurance,CAD CHECKING
5001,4-Apr-12,,-280,Health & Fitness,CAD CREDIT CARD
5002,4-Apr-12,,-9.43,Coffee Shops,CAD CREDIT CARD
5003,4-Apr-12,,-25.25,Alcohol & Bars,CAD CREDIT CARD
5004,4-Apr-12,,-17.52,Fast Food,CAD CREDIT CARD
5005,5-Apr-12,,-22,Alcohol & Bars,CAD CREDIT CARD
5006,5-Apr-12,,-1.64,Fast Food,CAD CREDIT CARD
5007,6-Apr-12,,-17.15,Alcohol & Bars,CAD CREDIT CARD
5008,6-Apr-12,,-28.16,Groceries,CAD CREDIT CARD
5009,7-Apr-12,,125.19,Paycheck,CAD CHECKING
5010,8-Apr-12,,-7.08,Coffee Shops,CAD CHECKING
5011,8-Apr-12,,-3.03,Fast Food,CAD CREDIT CARD
5012,8-Apr-12,,-11.96,Groceries,CAD CREDIT CARD
5013,8-Apr-12,,-16.1,Restaurants,CAD CREDIT CARD
5014,8-Apr-12,,-32.2,Furnishings,CAD CREDIT CARD
5015,8-Apr-12,,-107.56,Clothing,CAD CREDIT CARD
5016,9-Apr-12,,-2.23,Groceries,CAD CREDIT CARD
5017,9-Apr-12,,-5.29,Fast Food,CAD CREDIT CARD
5018,9-Apr-12,,-5.9,Fast Food,CAD CREDIT CARD
5019,9-Apr-12,,-10.79,Restaurants,CAD CREDIT CARD
5020,10-Apr-12,,-34,Restaurants,CAD CREDIT CARD
5021,10-Apr-12,,-30.65,Restaurants,CAD CREDIT CARD
5022,11-Apr-12,,-2.39,Fast Food,CAD CREDIT CARD
5023,11-Apr-12,,1857.69,Paycheck,CAD CHECKING
5024,11-Apr-12,,-9.58,Groceries,CAD CREDIT CARD
5025,12-Apr-12,,-7,Alcohol & Bars,CAD CREDIT CARD
5026,12-Apr-12,,-37.35,Clothing,CAD CREDIT CARD
5027,12-Apr-12,,-2.48,Fast Food,CAD CHECKING
5028,12-Apr-12,,-17.21,Coffee Shops,CAD CREDIT CARD
5029,13-Apr-12,,-1.72,Fast Food,CAD CREDIT CARD
5030,13-Apr-12,,-24.7,Laundry,CAD CREDIT CARD
5031,13-Apr-12,,-13.79,Restaurants,CAD CREDIT CARD
5032,13-Apr-12,,-11.43,Fast Food,CAD CREDIT CARD
5033,14-Apr-12,,207.5,Gift Received,CAD CHECKING
5034,14-Apr-12,,-19.46,Groceries,CAD CREDIT CARD
5035,14-Apr-12,,-22,Personal Care,CAD CREDIT CARD
5036,15-Apr-12,,-6.79,Groceries,CAD CREDIT CARD
5037,15-Apr-12,,-13.94,Alcohol & Bars,CAD CREDIT CARD
5038,15-Apr-12,,-2.29,Fast Food,CAD CREDIT CARD
5039,15-Apr-12,,-21.95,Groceries,CAD CREDIT CARD
5040,15-Apr-12,,-6.44,Coffee Shops,CAD CHECKING
5041,16-Apr-12,,4633.9,Taxes,CAD CHECKING
5042,16-Apr-12,,-7,Fast Food,CAD CREDIT CARD
5043,16-Apr-12,,-15.39,Restaurants,CAD CREDIT CARD
5044,16-Apr-12,,-23.02,Restaurants,CAD CREDIT CARD
5045,17-Apr-12,,-5.9,Fast Food,CAD CREDIT CARD
5046,18-Apr-12,,-2.73,Fast Food,CAD CREDIT CARD
5047,18-Apr-12,,61.92,Paycheck,CAD CHECKING
5048,18-Apr-12,,-9.24,Fast Food,CAD CREDIT CARD
5049,19-Apr-12,,-6.2,Fast Food,CAD CREDIT CARD
5050,19-Apr-12,,-20,Restaurants,CAD CREDIT CARD
5051,19-Apr-12,,-616,Transfer,CAD CHECKING
5052,20-Apr-12,,-2.95,Groceries,CAD CREDIT CARD
5053,20-Apr-12,,-12.01,Groceries,CAD CREDIT CARD
5054,20-Apr-12,,-750,Credit Card Payment,CAD CHECKING
5055,21-Apr-12,,-1.81,Fast Food,CAD CREDIT CARD
5056,21-Apr-12,,-18.68,Alcohol & Bars,CAD CREDIT CARD
5057,21-Apr-12,,1112,Transfer,CAD SAVINGS
5058,21-Apr-12,,-29.72,Utilities,CAD CHECKING
5059,21-Apr-12,,-916.79,Paycheck,CAD CHECKING
5060,22-Apr-12,,-112.01,Utilities,CAD CHECKING
5061,22-Apr-12,,-3.17,Clothing,CAD CREDIT CARD
5062,22-Apr-12,,-29.62,Restaurants,CAD CREDIT CARD
5063,22-Apr-12,,-101.9,Entertainment,CAD CREDIT CARD
5064,22-Apr-12,,-98.8,Clothing,CAD CREDIT CARD
5065,22-Apr-12,,-21.43,Restaurants,CAD CREDIT CARD
5066,23-Apr-12,,-84.02,Utilities,CAD CHECKING
5067,23-Apr-12,,-5.7,Groceries,CAD CREDIT CARD
5068,23-Apr-12,,-2.98,Groceries,CAD CREDIT CARD
5069,23-Apr-12,,-6.38,Fast Food,CAD CREDIT CARD
5070,23-Apr-12,,-9.87,Coffee Shops,CAD CREDIT CARD
5071,24-Apr-12,,-3.51,Entertainment,CAD CREDIT CARD
5072,24-Apr-12,,-11.01,Fast Food,CAD CREDIT CARD
5073,24-Apr-12,,-54.62,Clothing,CAD CREDIT CARD
5074,24-Apr-12,,-10.4,Entertainment,CAD CREDIT CARD
5075,24-Apr-12,,-24.74,Personal Care,CAD CREDIT CARD
5076,25-Apr-12,,-4.87,Groceries,CAD CREDIT CARD
5077,25-Apr-12,,-102,Entertainment,CAD CREDIT CARD
5078,25-Apr-12,,-21,Restaurants,CAD CREDIT CARD
5079,25-Apr-12,,-15.78,Restaurants,CAD CREDIT CARD
5080,25-Apr-12,,-3.62,Fast Food,CAD CHECKING
5081,25-Apr-12,,-39.6,Clothing,CAD CREDIT CARD
5082,26-Apr-12,,650,Credit Card Payment,CAD CREDIT CARD
5083,26-Apr-12,,-8,Fast Food,CAD CREDIT CARD
5084,26-Apr-12,,-23,Travel,CAD CREDIT CARD
5085,26-Apr-12,,-9.6,Rental Car & Taxi,CAD CREDIT CARD
5086,26-Apr-12,,-14.12,Restaurants,CAD CREDIT CARD
5087,26-Apr-12,,-2.57,Fast Food,CAD CREDIT CARD
5088,26-Apr-12,,-48.05,Restaurants,CAD CREDIT CARD
5089,27-Apr-12,,-4.85,Fast Food,CAD CHECKING
5090,27-Apr-12,,-27.6,Restaurants,CAD CREDIT CARD
5091,27-Apr-12,,-8.38,Fast Food,CAD CREDIT CARD
5092,27-Apr-12,,-55.4,Clothing,CAD CREDIT CARD
5093,27-Apr-12,,-36.64,Alcohol & Bars,CAD CREDIT CARD
5094,27-Apr-12,,-73,Entertainment,CAD CREDIT CARD
5095,28-Apr-12,,916.03,Transfer,US CHECKING 2
5096,28-Apr-12,,-15.3,Entertainment,CAD CREDIT CARD
5097,28-Apr-12,,43.32,Paycheck,CAD CHECKING
5098,28-Apr-12,,4.97,Interest Income,CAD SAVINGS
5099,28-Apr-12,,-26.1,Transportation,CAD CREDIT CARD
5100,29-Apr-12,,-9.5,Rental Car & Taxi,CAD CREDIT CARD
5101,29-Apr-12,,-5.92,Fast Food,CAD CREDIT CARD
5102,29-Apr-12,,-26.14,Transportation,CAD CREDIT CARD
5103,29-Apr-12,,-27.1,Transportation,CAD CREDIT CARD
5104,29-Apr-12,,-6.85,Home Insurance,CAD CHECKING
5105,30-Apr-12,,1337.54,Paycheck,CAD CHECKING
5106,30-Apr-12,,-1.9,Fast Food,CAD CREDIT CARD
5107,1-May-12,,-5.2,Fast Food,CAD CREDIT CARD
5108,1-May-12,,-8.97,Fast Food,CAD CREDIT CARD
5109,1-May-12,,-3.54,Coffee Shops,CAD CHECKING
5110,1-May-12,,-49,Charity,CAD CREDIT CARD
5111,1-May-12,,-1102,Mortgage & Rent,CAD CHECKING
5112,1-May-12,,-2.72,Fast Food,CAD CREDIT CARD
5113,2-May-12,,-3.93,Fast Food,CAD CREDIT CARD
5114,2-May-12,,-17,Groceries,CAD CREDIT CARD
5115,2-May-12,,-44,Clothing,CAD CREDIT CARD
5116,2-May-12,,-7,Alcohol & Bars,CAD CREDIT CARD
5117,2-May-12,,-10.68,Groceries,CAD CREDIT CARD
5118,2-May-12,,-3.61,Groceries,CAD CREDIT CARD
5119,2-May-12,,-16.2,Rental Car & Taxi,CAD CREDIT CARD
5120,3-May-12,,-14.56,Groceries,CAD CREDIT CARD
5121,3-May-12,,-4.49,Misc Expenses,CAD CHECKING
5122,4-May-12,,-6.96,Coffee Shops,CAD CHECKING
5123,4-May-12,,-28.28,Groceries,CAD CREDIT CARD
5124,4-May-12,,-11.7,Clothing,CAD CREDIT CARD
5125,5-May-12,,-5.5,Rental Car & Taxi,CAD CREDIT CARD
5126,5-May-12,,-4.23,Fast Food,CAD CREDIT CARD
5127,6-May-12,,-4.89,Fast Food,CAD CREDIT CARD
5128,6-May-12,,-32.55,Restaurants,CAD CREDIT CARD
5129,6-May-12,,-21.01,Clothing,CAD CREDIT CARD
5130,6-May-12,,-69.42,Clothing,CAD CREDIT CARD
5131,6-May-12,,-11.89,Gift,CAD CREDIT CARD
5132,6-May-12,,-118.56,Clothing,CAD CREDIT CARD
5133,7-May-12,,-8.1,Alcohol & Bars,CAD CREDIT CARD
5134,7-May-12,,-56.8,Entertainment,CAD CREDIT CARD
5135,8-May-12,,-1.84,Groceries,CAD CREDIT CARD
5136,8-May-12,,-3.36,Misc Expenses,CAD CREDIT CARD
5137,8-May-12,,-17.69,Groceries,CAD CREDIT CARD
5138,8-May-12,,-14.4,Personal Care,CAD CREDIT CARD
5139,8-May-12,,-16,Restaurants,CAD CREDIT CARD
5140,8-May-12,,-2.12,Fast Food,CAD CREDIT CARD
5141,9-May-12,,-2.4,Transportation,CAD CREDIT CARD
5142,9-May-12,,-11.48,Groceries,CAD CREDIT CARD
5143,9-May-12,,-5.95,Fast Food,CAD CREDIT CARD
5144,9-May-12,,-12.08,Groceries,CAD CREDIT CARD
5145,9-May-12,,-6.26,Fast Food,CAD CREDIT CARD
5146,10-May-12,,-10.76,Coffee Shops,CAD CREDIT CARD
5147,12-May-12,,-1.92,Electronics & Software,CAD CREDIT CARD
5148,12-May-12,,-45.2,Restaurants,CAD CREDIT CARD
5149,12-May-12,,-6.5,Fast Food,CAD CREDIT CARD
5150,13-May-12,,-3.8,Groceries,CAD CREDIT CARD
5151,13-May-12,,-7.4,Rental Car & Taxi,CAD CREDIT CARD
5152,13-May-12,,-9.55,Coffee Shops,CAD CREDIT CARD
5153,14-May-12,,-230.07,Clothing,CAD CREDIT CARD
5154,14-May-12,,-8.42,Groceries,CAD CREDIT CARD
5155,15-May-12,,-43,Restaurants,CAD CREDIT CARD
5156,16-May-12,,-3.12,Fast Food,CAD CREDIT CARD
5157,16-May-12,,-3.67,Fast Food,CAD CREDIT CARD
5158,16-May-12,,-5.52,Groceries,CAD CREDIT CARD
5159,16-May-12,,-5.6,Groceries,CAD CREDIT CARD
5160,16-May-12,,-10.32,Groceries,CAD CREDIT CARD
5161,16-May-12,,-12,Rental Car & Taxi,CAD CREDIT CARD
5162,16-May-12,,-71.51,Alcohol & Bars,CAD CREDIT CARD
5163,16-May-12,,1857.69,Paycheck,CAD CHECKING
5164,16-May-12,,-3.18,Fast Food,CAD CREDIT CARD
5165,16-May-12,,-4.5,Fast Food,CAD CREDIT CARD
5166,16-May-12,,-7.8,Groceries,CAD CREDIT CARD
5167,17-May-12,,-23,Charity,CAD CREDIT CARD
5168,17-May-12,,-3.92,Fast Food,CAD CREDIT CARD
5169,17-May-12,,-6.45,Fast Food,CAD CREDIT CARD
5170,17-May-12,,-59,Restaurants,CAD CREDIT CARD
5171,18-May-12,,-9.86,Alcohol & Bars,CAD CREDIT CARD
5172,18-May-12,,-3.46,Groceries,CAD CREDIT CARD
5173,18-May-12,,-8.6,Fast Food,CAD CREDIT CARD
5174,18-May-12,,-9.39,Personal Care,CAD CREDIT CARD
5175,18-May-12,,408,Transfer,CAD SAVINGS
5176,18-May-12,,-24.06,Utilities,CAD CHECKING
5177,20-May-12,,-52,Health & Fitness,CAD CREDIT CARD
5178,20-May-12,,-656,Transfer,CAD CHECKING
5179,20-May-12,,-744,Paycheck,CAD CHECKING
5180,20-May-12,,-17.62,Groceries,CAD CREDIT CARD
5181,21-May-12,,-2,Transportation,CAD CREDIT CARD
5182,21-May-12,,-9.4,Fast Food,CAD CREDIT CARD
5183,21-May-12,,-57,Restaurants,CAD CREDIT CARD
5184,21-May-12,,-149.05,Clothing,CAD CREDIT CARD
5185,21-May-12,,5492.56,Credit Card Payment,CAD CREDIT CARD
5186,22-May-12,,-92.14,Utilities,CAD CHECKING
5187,22-May-12,,-5057.89,Credit Card Payment,CAD CHECKING
5188,22-May-12,,-5.8,Fast Food,CAD CREDIT CARD
5189,23-May-12,,-67,Entertainment,CAD CREDIT CARD
5190,24-May-12,,-2.5,Transportation,CAD CREDIT CARD
5191,24-May-12,,-5.97,Groceries,CAD CREDIT CARD
5192,24-May-12,,-6.21,Fast Food,CAD CREDIT CARD
5193,25-May-12,,135.9,Reimbursement,CAD CHECKING
5194,25-May-12,,-11.7,Fast Food,CAD CREDIT CARD
5195,25-May-12,,-15.8,Groceries,CAD CREDIT CARD
5196,25-May-12,,-7.67,Fast Food,CAD CREDIT CARD
5197,25-May-12,,-6.3,Restaurants,CAD CREDIT CARD
5198,26-May-12,,-5.95,Groceries,CAD CREDIT CARD
5199,26-May-12,,-7.43,Groceries,CAD CREDIT CARD
5200,26-May-12,,-105.27,Clothing,CAD CREDIT CARD
5201,27-May-12,,-20.37,Groceries,CAD CREDIT CARD
5202,27-May-12,,-5.99,Fast Food,CAD CREDIT CARD
5203,27-May-12,,-48.09,Clothing,CAD CREDIT CARD
5204,27-May-12,,-62.09,Clothing,CAD CREDIT CARD
5205,28-May-12,,-4.77,Coffee Shops,CAD CHECKING
5206,28-May-12,,-22.2,Alcohol & Bars,CAD CREDIT CARD
5207,29-May-12,,381.58,Transfer,US CHECKING 2
5208,30-May-12,,-56.3,Alcohol & Bars,CAD CREDIT CARD
5209,30-May-12,,-15.59,Clothing,CAD CREDIT CARD
5210,30-May-12,,-13.31,Groceries,CAD CREDIT CARD
5211,30-May-12,,-1595,Mortgage & Rent,CAD CHECKING
5212,31-May-12,,-17.12,Alcohol & Bars,CAD CREDIT CARD
5213,31-May-12,,-10.48,Groceries,CAD CREDIT CARD
5214,31-May-12,,-8.69,Fast Food,CAD CREDIT CARD
5215,31-May-12,,-98.3,Gift,CAD CREDIT CARD
5216,31-May-12,,-20,Charity,CAD CREDIT CARD
5217,1-Jun-12,,-9.94,Fast Food,CAD CREDIT CARD
5218,1-Jun-12,,-8.75,Coffee Shops,CAD CREDIT CARD
5219,1-Jun-12,,3.2,Interest Income,CAD SAVINGS
5220,2-Jun-12,,1064.76,Paycheck,CAD CHECKING
5221,2-Jun-12,,-301.58,Travel,CAD CHECKING
5222,2-Jun-12,,-2.64,Fast Food,CAD CREDIT CARD
5223,2-Jun-12,,-26.94,Groceries,CAD CREDIT CARD
5224,3-Jun-12,,1047.44,Paycheck,CAD CHECKING
5225,3-Jun-12,,-8.98,Home Insurance,CAD CHECKING
5226,3-Jun-12,,-13,Alcohol & Bars,CAD CREDIT CARD
5227,4-Jun-12,,-3.12,Groceries,CAD CREDIT CARD
5228,4-Jun-12,,-3,Transportation,CAD CREDIT CARD
5229,5-Jun-12,,-5.88,Groceries,CAD CREDIT CARD
5230,5-Jun-12,,-2.59,Fast Food,CAD CREDIT CARD
5231,5-Jun-12,,-260,Gift,CAD CREDIT CARD
5232,5-Jun-12,,87.72,Clothing,CAD CREDIT CARD
5233,5-Jun-12,,-10.56,Coffee Shops,CAD CREDIT CARD
5234,6-Jun-12,,-2.78,Groceries,CAD CREDIT CARD
5235,6-Jun-12,,-39.01,Restaurants,CAD CREDIT CARD
5236,6-Jun-12,,-8.2,Alcohol & Bars,CAD CREDIT CARD
5237,6-Jun-12,,135.4,Paycheck,CAD CHECKING
5238,6-Jun-12,,-10.06,Alcohol & Bars,CAD CREDIT CARD
5239,6-Jun-12,,-168,Clothing,CAD CREDIT CARD
5240,7-Jun-12,,-34,Alcohol & Bars,CAD CREDIT CARD
